submitted_id	current_id	converted_id	current_symbol
CG14482	FBgn0068423	FBgn0068423	Dyak\GE13985
CG14482	FBgn0034245	FBgn0034245	CG14482
Eip74EF	FBgn0000567	FBgn0000567	Eip74EF
CG31897	FBgn0051897	FBgn0051897	CG31897
Gl	FBgn0001108	FBgn0001108	Gl
CG15881	FBgn0036909	FBgn0036909	CG15881
Abi	FBgn0020510	FBgn0020510	Abi
CG42258	FBgn0259143	FBgn0259143	CG42258
CG8366	FBgn0034054	FBgn0034054	CG8366
fdl	FBgn0045063	FBgn0045063	fdl
CG9853	FBgn0086605	FBgn0086605	CG9853
Ip259	FBgn0025366	FBgn0025366	Ip259
Chrac-16	FBgn0043001	FBgn0043001	Chrac-16
CG12003	FBgn0035234	FBgn0035234	CG12003
vav	unknown ID	-	-
trem	FBgn0038767	FBgn0038767	trem
CG7741	FBgn0033615	FBgn0033615	CG7741
Bap60	FBgn0025463	FBgn0025463	Bap60
CG7265	FBgn0038272	FBgn0038272	CG7265
MYPT-75D	FBgn0036801	FBgn0036801	MYPT-75D
CG6800	FBgn0038902	FBgn0038902	CG6800
CG6790	FBgn0037915	FBgn0037915	CG6790
LysX	FBgn0004431	FBgn0004431	LysX
CG33223	FBgn0053223	FBgn0053223	CG33223
sl	FBgn0003416	FBgn0003416	sl
CG16888	FBgn0032533	FBgn0032533	CG16888
CG2278	FBgn0030017	FBgn0030017	CG2278
Ilp6	FBgn0044047	FBgn0044047	Ilp6
snoRNA:Psi28S-2949	FBgn0082981	FBgn0082981	snoRNA:Psi28S-2949
hang	FBgn0026575	FBgn0026575	hang
Pde6	FBgn0038237	FBgn0038237	Pde6
Trx-2	FBgn0040070	FBgn0040070	Trx-2
Cyp6a20	FBgn0033980	FBgn0033980	Cyp6a20
CG4484	FBgn0035968	FBgn0035968	Slc45-1
coro	FBgn0265935	FBgn0265935	coro
CG6412	FBgn0032646	FBgn0032646	CG6412
Dref	FBgn0015664	FBgn0015664	Dref
CG11198	FBgn0033246	FBgn0033246	ACC
CG14632	FBgn0264449	FBgn0264449	CG43867
Nf1	FBgn0015269	FBgn0015269	Nf1
CG17572	FBgn0032753	FBgn0032753	CG17572
CG12123	FBgn0086194	FBgn0086194	Dsim\CG12123
CG12123	FBgn0030039	FBgn0030039	CG12123
CG30127	FBgn0264753	FBgn0264753	Rgk1
snoRNA:Psi18S-1377e	FBgn0083047	FBgn0083047	snoRNA:Psi18S-1377e
CG13605	FBgn0039150	FBgn0039150	CG13605
CG6912	FBgn0038290	FBgn0038290	CG6912
CG16771	FBgn0032779	FBgn0032779	CG16771
Tsp29Fb	FBgn0032075	FBgn0032075	Tsp29Fb
CG10405	FBgn0038431	FBgn0038431	CG10405
Rpt3	FBgn0028686	FBgn0028686	Rpt3
CG10907	FBgn0036207	FBgn0036207	CG10907
E(bx)	FBgn0000541	FBgn0000541	E(bx)
CG4567	FBgn0263133	FBgn0263133	ico
Nle	FBgn0021874	FBgn0021874	Nle
CG13004	FBgn0030797	FBgn0030797	CG13004
CG30428	FBgn0050428	FBgn0050428	CG30428
ACXD	FBgn0040507	FBgn0040507	ACXD
Nuf2	FBgn0031886	FBgn0031886	Nuf2
CG12057	FBgn0030098	FBgn0030098	CG12057
mp	unknown ID	-	-
scpr-A	FBgn0037889	FBgn0037889	scpr-A
Ir76a	FBgn0260874	FBgn0260874	Ir76a
lap	FBgn0086372	FBgn0086372	lap
tth	FBgn0030502	FBgn0030502	tth
CG15717	FBgn0030451	FBgn0030451	CG15717
CG14898	FBgn0038437	FBgn0038437	CG14898
pim	FBgn0003087	FBgn0003087	pim
CG14543	FBgn0039404	FBgn0039404	CG14543
CG30015	FBgn0050015	FBgn0050015	CG30015
CG4598	FBgn0032160	FBgn0032160	CG4598
Nrg	FBgn0264975	FBgn0264975	Nrg
CG31988	FBgn0051988	FBgn0051988	CG31988
prod	FBgn0014269	FBgn0014269	prod
CG6175	FBgn0036152	FBgn0036152	CG6175
Nipped-B	FBgn0026401	FBgn0026401	Nipped-B
CG8632	FBgn0033762	FBgn0033762	ZnT49B
CG10585	FBgn0037044	FBgn0037044	CG10585
CG10585	FBgn0068503	FBgn0068503	Dyak\GE23254
Rbp2	FBgn0262734	FBgn0262734	Rbp2
sec8	unknown ID	-	-
Rpt6R	FBgn0039788	FBgn0039788	Rpt6R
eco	FBgn0035766	FBgn0035766	eco
olf186-M	FBgn0015522	FBgn0015522	olf186-M
CG34140	FBgn0083976	FBgn0083976	CG34140
Prm	FBgn0003149	FBgn0003149	Prm
CG42507	FBgn0260233	FBgn0260233	CG42507
CG7912	FBgn0039736	FBgn0039736	CG7912
ERR	FBgn0035849	FBgn0035849	ERR
Anxb11	unknown ID	-	-
oho23B	unknown ID	-	-
CG33116	FBgn0053116	FBgn0053116	CG33116
Pld	FBgn0033075	FBgn0033075	Pld
trbl	FBgn0028978	FBgn0028978	trbl
Spc105R	FBgn0037025	FBgn0037025	Spc105R
HDAC6	FBgn0026428	FBgn0026428	HDAC6
tw	FBgn0086368	FBgn0086368	tw
CG8012	FBgn0040832	FBgn0040832	CG8012
CG30486	FBgn0050486	FBgn0050486	CG30486
CG13947	FBgn0031277	FBgn0031277	CG13947
h	FBgn0001168	FBgn0001168	h
mamo	FBgn0267033	FBgn0267033	mamo
CG30438	FBgn0050438	FBgn0050438	CG30438
CG30438	FBgn0067528	FBgn0067528	Dsim\CG30438
CG2316	FBgn0039890	FBgn0039890	CG2316
CG11696	FBgn0030314	FBgn0030314	CG11696
sub	FBgn0003545	FBgn0003545	sub
CG31743	FBgn0032618	FBgn0032618	CG31743
CG4935	FBgn0028897	FBgn0028897	CG4935
Elo68alpha	FBgn0052072	FBgn0052072	Elo68alpha
MESR3	FBgn0032694	FBgn0032694	MESR3
alpha-Est5	FBgn0261393	FBgn0261393	alpha-Est5
Sry-delta	FBgn0003512	FBgn0003512	Sry-delta
CG31140	FBgn0086871	FBgn0086871	Dper\CG31140
CG31140	FBgn0051140	FBgn0051140	CG31140
CG31140	FBgn0086870	FBgn0086870	Dpsb\CG31140
CG31140	FBgn0086872	FBgn0086872	Dmir\CG31140
Oatp58Dc	FBgn0034716	FBgn0034716	Oatp58Dc
Acp95EF	FBgn0002863	FBgn0002863	Acp95EF
CG42574	FBgn0260794	FBgn0260794	ctrip
Oamb	FBgn0024944	FBgn0024944	Oamb
CG15879	FBgn0035309	FBgn0035309	CG15879
didum	FBgn0261397	FBgn0261397	didum
CG9147	FBgn0031774	FBgn0031774	CG9147
nimC1	unknown ID	-	-
CG12991	FBgn0030847	FBgn0030847	CG12991
croc	FBgn0014143	FBgn0014143	croc
CG6429	FBgn0046999	FBgn0046999	CG6429
CG14542	FBgn0039402	FBgn0039402	Vps2
CG15589	FBgn0037409	FBgn0037409	Osi24
CG15317	FBgn0030137	FBgn0030137	CG15317
Klp61F	FBgn0004378	FBgn0004378	Klp61F
ABCB7	FBgn0035244	FBgn0035244	ABCB7
CG42324	FBgn0259224	FBgn0259224	CG42324
cic	FBgn0262582	FBgn0262582	cic
CG5787	FBgn0032454	FBgn0032454	CG5787
rogdi	FBgn0036697	FBgn0036697	rogdi
CG6424	FBgn0028494	FBgn0028494	CG6424
CG2947	FBgn0066138	FBgn0066138	Dyak\GE16311
CG2947	FBgn0066170	FBgn0066170	Dsim\GD16651
CG2947	FBgn0029676	FBgn0029676	HIP-R
CG14223	FBgn0031053	FBgn0031053	CG14223
numb	FBgn0002973	FBgn0002973	numb
CG4729	FBgn0036623	FBgn0036623	CG4729
CG8066	FBgn0038243	FBgn0038243	CG8066
CG10862	FBgn0035455	FBgn0035455	CG10862
RN-tre	FBgn0020620	FBgn0020620	RN-tre
CG9062	FBgn0033607	FBgn0033607	CG9062
CG11598	FBgn0045653	FBgn0045653	Dsim\CG11598
CG11598	FBgn0038067	FBgn0038067	CG11598
RfC3	FBgn0032244	FBgn0032244	RfC3
mit(1)15	unknown ID	-	-
na	FBgn0002917	FBgn0002917	na
p120ctn	FBgn0260799	FBgn0260799	p120ctn
Mcm3	FBgn0024332	FBgn0024332	Mcm3
CG7839	FBgn0036124	FBgn0036124	CG7839
CG7839	FBgn0084760	FBgn0084760	Dmir\CG7839
CG30016	FBgn0050016	FBgn0050016	CG30016
Max	FBgn0017578	FBgn0017578	Max
casp	FBgn0034068	FBgn0034068	casp
CG7239	FBgn0031740	FBgn0031740	CG7239
CG11870	FBgn0262617	FBgn0262617	CG43143
CG6764	FBgn0037899	FBgn0037899	RpL24-like
qtc	FBgn0028572	FBgn0028572	qtc
thoc5	FBgn0034939	FBgn0034939	thoc5
CG11617	FBgn0031232	FBgn0031232	CG11617
by	FBgn0000244	FBgn0000244	by
CG11399	FBgn0084612	FBgn0084612	Dmir\CG11399
CG11399	FBgn0037021	FBgn0037021	CG11399
CG13350	FBgn0084708	FBgn0084708	Dyak\GE13323
CG13350	FBgn0084111	FBgn0084111	Dsim\GD25724
CG13350	FBgn0084742	FBgn0084742	Dere\GG22452
CG13350	FBgn0033890	FBgn0033890	Ctf4
CG6959	FBgn0037956	FBgn0037956	CG6959
CG33172	FBgn0053172	FBgn0053172	CG33172
CG5021	FBgn0035944	FBgn0035944	CG5021
swm	FBgn0002044	FBgn0002044	swm
Pect	FBgn0032482	FBgn0032482	Pect
mfrn	FBgn0039561	FBgn0039561	mfrn
CG12179	FBgn0025388	FBgn0025388	CG12179
bif	FBgn0014133	FBgn0014133	bif
CG31320	FBgn0051320	FBgn0051320	CG31320
CG12753	FBgn0038427	FBgn0038427	ema
mu2	FBgn0002872	FBgn0002872	mu2
CG34126	FBgn0083962	FBgn0083962	CG34126
snRNP2	unknown ID	-	-
bip2	FBgn0026262	FBgn0026262	bip2
CG9281	FBgn0030672	FBgn0030672	CG9281
CG13380	FBgn0036799	FBgn0036799	CG13380
bonsai	FBgn0026261	FBgn0026261	bonsai
Fdh	FBgn0011768	FBgn0011768	Fdh
CG18178	FBgn0068368	FBgn0068368	Dyak\GE21215
CG18178	FBgn0036035	FBgn0036035	CG18178
CG3173	FBgn0034964	FBgn0034964	IntS1
polo	FBgn0003124	FBgn0003124	polo
CG7339	FBgn0036188	FBgn0036188	CG7339
fwd	FBgn0004373	FBgn0004373	fwd
CG42526	FBgn0260431	FBgn0260431	CG42526
CG4680	FBgn0036627	FBgn0036627	Grp
rumi	FBgn0086253	FBgn0086253	rumi
CG4324	FBgn0034956	FBgn0034956	CG4324
CG31999	FBgn0051999	FBgn0051999	CG31999
Top3alpha	FBgn0040268	FBgn0040268	Top3alpha
l(1)G0136	FBgn0026666	FBgn0026666	l(1)G0136
CG5860	FBgn0038506	FBgn0038506	CG5860
CG5262	FBgn0036988	FBgn0036988	CG5262
CG9548	FBgn0031822	FBgn0031822	CG9548
ns3		-	-
Pak	FBgn0014001	FBgn0014001	Pak
CG15536	FBgn0039766	FBgn0039766	CG15536
CG12730	FBgn0029771	FBgn0029771	CG12730
CG12788	FBgn0031041	FBgn0031041	CG12788
CG9344	FBgn0068196	FBgn0068196	Dyak\GE12153
CG9344	FBgn0034564	FBgn0034564	CG9344
Trp1	FBgn0011584	FBgn0011584	Trp1
Fas2	FBgn0000635	FBgn0000635	Fas2
ear	FBgn0026441	FBgn0026441	ear
CG6540	FBgn0030943	FBgn0030943	CG6540
growl	unknown ID	-	-
rump	FBgn0260010	FBgn0260010	rump
Cyp6v1	FBgn0031126	FBgn0031126	Cyp6v1
CG1516	FBgn0027580	FBgn0027580	CG1516
CG7158	FBgn0037116	FBgn0037116	CG7158
CG31472	FBgn0051472	FBgn0051472	CG31472
CG30409	FBgn0050409	FBgn0050409	CG30409
CG11897	FBgn0039644	FBgn0039644	CG11897
CG32662	FBgn0266019	FBgn0266019	rudhira
l(3)mbt	FBgn0002441	FBgn0002441	l(3)mbt
CG6950	FBgn0037955	FBgn0037955	CG6950
CG4670	FBgn0033814	FBgn0033814	CG4670
CG5282	FBgn0036986	FBgn0036986	CG5282
ade2	FBgn0000052	FBgn0000052	ade2
CG4447	FBgn0035980	FBgn0035980	CG4447
CG14801	FBgn0261548	FBgn0261548	CG42666
CG11784	FBgn0033381	FBgn0033381	GstE13
ltd	FBgn0002567	FBgn0002567	ltd
CecA1	FBgn0000276	FBgn0000276	CecA1
CG14777	FBgn0026872	FBgn0026872	CG14777
tinc	FBgn0261649	FBgn0261649	tinc
Calx	FBgn0013995	FBgn0013995	Calx
CG6506	FBgn0030874	FBgn0030874	CG6506
CG12050	FBgn0032915	FBgn0032915	CG12050
CSN6	FBgn0028837	FBgn0028837	CSN6
vn	FBgn0003984	FBgn0003984	vn
CycB	FBgn0000405	FBgn0000405	CycB
CG7044	FBgn0038854	FBgn0038854	CG7044
CG5525	FBgn0032444	FBgn0032444	CG5525
CG12104	FBgn0035238	FBgn0035238	CG12104
CG5059	FBgn0037007	FBgn0037007	CG5059
CG12942	FBgn0033569	FBgn0033569	CG12942
alpha-Man-II	FBgn0011740	FBgn0011740	alpha-Man-II
CG8617	FBgn0033925	FBgn0033925	CG8617
Atg4	unknown ID	-	-
CG1998	FBgn0030485	FBgn0030485	CG1998
CG1764	FBgn0030467	FBgn0030467	CG1764
CG13776	FBgn0263026	FBgn0263026	CG43321
CG13776	FBgn0263027	FBgn0263027	CG43322
CG6282	FBgn0035914	FBgn0035914	CG6282
Gip	FBgn0011770	FBgn0011770	Gip
CG5190	FBgn0034351	FBgn0034351	CG5190
CG3338	FBgn0031598	FBgn0031598	CG3338
CG8891	FBgn0031663	FBgn0031663	CG8891
CG10802	FBgn0029664	FBgn0029664	CG10802
Pmm45A	FBgn0033377	FBgn0033377	Pmm45A
iPLA2-VIA	FBgn0036053	FBgn0036053	iPLA2-VIA
Nedd8	FBgn0032725	FBgn0032725	Nedd8
CG6171	FBgn0026737	FBgn0026737	CG6171
CG6171	FBgn0068280	FBgn0068280	Dyak\GE26382
SpdS	FBgn0037723	FBgn0037723	SpdS
Pif1B	FBgn0046874	FBgn0046874	Pif1B
CG34426	FBgn0085455	FBgn0085455	CG34426
CG5355	FBgn0032242	FBgn0032242	CG5355
CG9171	FBgn0031738	FBgn0031738	CG9171
CG9171	FBgn0260525	FBgn0260525	Dame\CG9171
Hcf	FBgn0039904	FBgn0039904	Hcf
CG12375	FBgn0031987	FBgn0031987	CG12375
CG9593	FBgn0038365	FBgn0038365	CG9593
cnk	FBgn0021818	FBgn0021818	cnk
CG17328	FBgn0028895	FBgn0028895	CG17328
CG10137	FBgn0032800	FBgn0032800	CG10137
Acp63F	FBgn0015585	FBgn0015585	Acp63F
RanBPM	FBgn0262114	FBgn0262114	RanBPM
CG5160	FBgn0031906	FBgn0031906	CG5160
CG32016	FBgn0052016	FBgn0052016	4E-T
CG2556	FBgn0068689	FBgn0068689	Dsim\GD17083
CG2556	FBgn0030396	FBgn0030396	CG2556
Irp-1B	FBgn0024957	FBgn0024957	Irp-1B
RpII18	FBgn0003275	FBgn0003275	RpII18
CG14985	FBgn0035482	FBgn0035482	CG14985
CG13321	FBgn0033787	FBgn0033787	CG13321
PGRP-LA	FBgn0035975	FBgn0035975	PGRP-LA
Blimp-1	FBgn0035625	FBgn0035625	Blimp-1
Glut1	FBgn0264574	FBgn0264574	Glut1
Ih	FBgn0263397	FBgn0263397	Ih
CG11134	FBgn0030518	FBgn0030518	CG11134
CSN1b	FBgn0027057	FBgn0027057	CSN1b
Sox102F	FBgn0039938	FBgn0039938	Sox102F
Pfrx	FBgn0027621	FBgn0027621	Pfrx
cv-c	FBgn0086901	FBgn0086901	cv-c
CG17075	FBgn0085134	FBgn0085134	Dsim\GD22974
CG17075	FBgn0084899	FBgn0084899	Dyak\GE16316
CG17075	FBgn0084371	FBgn0084371	Dere\GG24668
CG17075	FBgn0031239	FBgn0031239	CG17075
CG33095	FBgn0053095	FBgn0053095	CG33095
CG10638	FBgn0036290	FBgn0036290	CG10638
MICAL-like	FBgn0036333	FBgn0036333	MICAL-like
CG13430	FBgn0034518	FBgn0034518	CG13430
boi	FBgn0040388	FBgn0040388	boi
Hsp83	FBgn0001233	FBgn0001233	Hsp83
CG7607	FBgn0036145	FBgn0036145	CG7607
CalpC	FBgn0260450	FBgn0260450	CalpC
CG11697	FBgn0030313	FBgn0030313	CG11697
RpL6	FBgn0039857	FBgn0039857	RpL6
Srp54	FBgn0024285	FBgn0024285	Srp54
CG3532	FBgn0037979	FBgn0037979	GCC185
CG13367	FBgn0025634	FBgn0025634	CG13367
Gdh	FBgn0001098	FBgn0001098	Gdh
RpS23	FBgn0033912	FBgn0033912	RpS23
puc	FBgn0243512	FBgn0243512	puc
CG33214	FBgn0264561	FBgn0264561	Glg1
aret	FBgn0000114	FBgn0000114	aret
CG4462	FBgn0038752	FBgn0038752	CG4462
rempA	FBgn0260933	FBgn0260933	rempA
eIF5B	FBgn0026259	FBgn0026259	eIF5B
sd	FBgn0003345	FBgn0003345	sd
NUCB1	FBgn0052190	FBgn0052190	NUCB1
CG8771	FBgn0033766	FBgn0033766	CG8771
CG9007	FBgn0084933	FBgn0084933	Dmir\CG9007
CG9007	FBgn0036398	FBgn0036398	upSET
CG2604	FBgn0037298	FBgn0037298	CG2604
CG2604	FBgn0191129	FBgn0191129	Dsim\GD19638
CG32626	FBgn0052626	FBgn0052626	AMPdeam
CG7172	FBgn0037102	FBgn0037102	CG7172
Hk	FBgn0263220	FBgn0263220	Hk
lectin-30A	FBgn0040097	FBgn0040097	lectin-30A
14-3-3epsilon	FBgn0020238	FBgn0020238	14-3-3epsilon
ens	FBgn0264693	FBgn0264693	ens
CycG	FBgn0039858	FBgn0039858	CycG
CG4415	FBgn0031296	FBgn0031296	CG4415
Aats-thr	FBgn0027081	FBgn0027081	Aats-thr
CG10158	FBgn0031871	FBgn0031871	CG10158
Pkg21D	FBgn0000442	FBgn0000442	Pkg21D
CG2767	FBgn0037537	FBgn0037537	CG2767
caps	FBgn0023095	FBgn0023095	caps
CG7207	FBgn0027569	FBgn0027569	cert
CG4908	FBgn0032195	FBgn0032195	CG4908
Dpy-30L1	FBgn0032293	FBgn0032293	Dpy-30L1
CG34015	FBgn0054015	FBgn0054015	CG34015
CG12404	FBgn0032465	FBgn0032465	CG12404
bel	FBgn0263231	FBgn0263231	bel
Ipk2	FBgn0031267	FBgn0031267	Ipk2
CG30414	FBgn0050414	FBgn0050414	CG30414
CG3548	FBgn0035033	FBgn0035033	CG3548
cdc2c	FBgn0004107	FBgn0004107	cdc2c
Dpt	FBgn0004240	FBgn0004240	Dpt
Cp18	FBgn0000357	FBgn0000357	Cp18
htt	FBgn0027655	FBgn0027655	htt
lectin-29Ca	FBgn0040098	FBgn0040098	lectin-29Ca
CG6049	FBgn0037081	FBgn0037081	barc
MED14	FBgn0035145	FBgn0035145	MED14
CG15880	FBgn0031283	FBgn0031283	CG15880
CG14411	FBgn0084085	FBgn0084085	Dyak\GE17154
CG14411	FBgn0030582	FBgn0030582	CG14411
CG14411	FBgn0084786	FBgn0084786	Dere\GG17852
CG14411	FBgn0084946	FBgn0084946	Dsim\GD17180
CG4896	FBgn0031319	FBgn0031319	CG4896
Hsf	FBgn0001222	FBgn0001222	Hsf
SP2637	FBgn0034371	FBgn0034371	SP2637
CG10948	FBgn0036317	FBgn0036317	CG10948
v(2)k05816	FBgn0042627	FBgn0042627	v(2)k05816
Upf2	FBgn0029992	FBgn0029992	Upf2
CG7849	FBgn0086624	FBgn0086624	Dmir\CG7849
CG7849	FBgn0033060	FBgn0033060	CG7849
Kif19A	FBgn0038205	FBgn0038205	Kif19A
CG5362	FBgn0262782	FBgn0262782	Mdh1
Ykt6	FBgn0260858	FBgn0260858	Ykt6
or	FBgn0003008	FBgn0003008	or
p38b	FBgn0024846	FBgn0024846	p38b
CG7946	FBgn0039743	FBgn0039743	CG7946
CG7946	FBgn0068672	FBgn0068672	Dsim\GD17377
CG6672	FBgn0037875	FBgn0037875	ZnT86D
RhoGDI	FBgn0036921	FBgn0036921	RhoGDI
Fancl	FBgn0037781	FBgn0037781	Fancl
CG1240	FBgn0035370	FBgn0035370	CG1240
CG1240	FBgn0068462	FBgn0068462	Dyak\GE20337
CG9669	FBgn0036667	FBgn0036667	CG9669
CG11437	FBgn0037165	FBgn0037165	CG11437
S6kII	FBgn0262866	FBgn0262866	S6kII
CG17032	FBgn0036547	FBgn0036547	CG17032
CG6907	FBgn0031711	FBgn0031711	CG6907
Gr59e	FBgn0041233	FBgn0041233	Gr59e
CG10623	FBgn0032727	FBgn0032727	CG10623
Psf1	FBgn0035194	FBgn0035194	Psf1
CG5181	FBgn0031909	FBgn0031909	CG5181
CG1671	FBgn0033454	FBgn0033454	CG1671
Prosbeta5	FBgn0029134	FBgn0029134	Prosbeta5
cv	FBgn0000394	FBgn0000394	cv
exd	FBgn0000611	FBgn0000611	exd
CG5780	FBgn0032446	FBgn0032446	CG5780
CG34316	FBgn0085345	FBgn0085345	CG34316
Aats-ala-m	FBgn0028962	FBgn0028962	Aats-ala-m
RpL18	FBgn0035753	FBgn0035753	RpL18
CG12699	FBgn0046294	FBgn0046294	CG12699
CG12699	FBgn0068459	FBgn0068459	Dyak\GE14203
chn	FBgn0015371	FBgn0015371	chn
Est-6	FBgn0000592	FBgn0000592	Est-6
Vang	FBgn0015838	FBgn0015838	Vang
CG1698	FBgn0033443	FBgn0033443	CG1698
CG3077	FBgn0031457	FBgn0031457	CG3077
Edem1	FBgn0023511	FBgn0023511	Edem1
psidin	FBgn0243511	FBgn0243511	psidin
yps	FBgn0022959	FBgn0022959	yps
P5cr	FBgn0015781	FBgn0015781	P5cr
CG8042	FBgn0027554	FBgn0027554	CG8042
Mkk4	FBgn0024326	FBgn0024326	Mkk4
CG14671	FBgn0037340	FBgn0037340	CG14671
Axs	FBgn0000152	FBgn0000152	Axs
CG3342	FBgn0029874	FBgn0029874	CG3342
CG5597	FBgn0034920	FBgn0034920	CG5597
CG32795	FBgn0040384	FBgn0040384	CG32795
CG3163	FBgn0034961	FBgn0034961	CG3163
CG9098	FBgn0031762	FBgn0031762	CG9098
CG6490	FBgn0039431	FBgn0039431	plum
rt	FBgn0003292	FBgn0003292	rt
CG4768	FBgn0030790	FBgn0030790	CG4768
Mes2	FBgn0037207	FBgn0037207	Mes2
ytr	FBgn0021895	FBgn0021895	ytr
yellow-d	FBgn0041712	FBgn0041712	yellow-d
e	FBgn0000527	FBgn0000527	e
CG14439	FBgn0029898	FBgn0029898	CG14439
CG3558	FBgn0025681	FBgn0025681	CG3558
CG11120	FBgn0039250	FBgn0039250	Mink
Tsf2	FBgn0036299	FBgn0036299	Tsf2
CG9119	FBgn0035189	FBgn0035189	CG9119
Tsp42Eh	FBgn0033129	FBgn0033129	Tsp42Eh
CG10237	FBgn0032783	FBgn0032783	CG10237
r-cup	FBgn0031142	FBgn0031142	r-cup
CG6652	FBgn0036687	FBgn0036687	CG6652
msl-2	FBgn0005616	FBgn0005616	msl-2
CG5375	FBgn0068294	FBgn0068294	Dyak\GE26075
CG5375	FBgn0032221	FBgn0032221	CG5375
POSH	FBgn0040294	FBgn0040294	POSH
Shawn	FBgn0031039	FBgn0031039	Shawn
pug	FBgn0020385	FBgn0020385	pug
CG3125	FBgn0261383	FBgn0261383	IntS6
CG8783	FBgn0036397	FBgn0036397	CG8783
CG5045	FBgn0032229	FBgn0032229	CG5045
CG6522	FBgn0034223	FBgn0034223	Tes
CG5188	FBgn0032247	FBgn0032247	CG5188
pho	FBgn0002521	FBgn0002521	pho
CG5577	FBgn0036759	FBgn0036759	CG5577
CG12560	FBgn0031974	FBgn0031974	CG12560
CG6398	FBgn0068277	FBgn0068277	Dyak\GE17688
CG6398	FBgn0030870	FBgn0030870	CG6398
CG4407	FBgn0030431	FBgn0030431	CG4407
GM130	FBgn0068154	FBgn0068154	Dyak\GM130
GM130	FBgn0034697	FBgn0034697	GM130
CG10433	FBgn0045659	FBgn0045659	Dsim\CG10433
CG10433	FBgn0034638	FBgn0034638	CG10433
CG6084	FBgn0068282	FBgn0068282	Dyak\GE20195
CG6084	FBgn0086254	FBgn0086254	CG6084
Nmd3	FBgn0023542	FBgn0023542	Nmd3
rb	FBgn0003210	FBgn0003210	rb
Tsp42Ei	FBgn0033130	FBgn0033130	Tsp42Ei
mip120	FBgn0033846	FBgn0033846	mip120
CG2107	FBgn0035383	FBgn0035383	CG2107
Csp	FBgn0004179	FBgn0004179	Csp
achi	FBgn0033749	FBgn0033749	achi
GalNAc-T1	FBgn0034025	FBgn0034025	GalNAc-T1
CG13742	FBgn0033372	FBgn0033372	CG13742
CG3680	FBgn0037027	FBgn0037027	CG3680
CG4594	FBgn0032161	FBgn0032161	CG4594
CG3621	FBgn0025839	FBgn0025839	CG3621
CG3621	FBgn0077576	FBgn0077576	Dpse\GA17565
KP78a	FBgn0026064	FBgn0026064	KP78a
CG11802	FBgn0030346	FBgn0030346	CG11802
CG42268	FBgn0259163	FBgn0259163	CG42268
Drp1	FBgn0026479	FBgn0026479	Drp1
CG11504	FBgn0039733	FBgn0039733	CG11504
esc	FBgn0000588	FBgn0000588	esc
CG7342	FBgn0038716	FBgn0038716	CG7342
ben	FBgn0000173	FBgn0000173	ben
CG9662	FBgn0031529	FBgn0031529	CG9662
CG31082	FBgn0263289	FBgn0263289	scrib
Rpn11	FBgn0028694	FBgn0028694	Rpn11
argos	unknown ID	-	-
Cyp4g1	FBgn0010019	FBgn0010019	Cyp4g1
CG18343	FBgn0033683	FBgn0033683	CG18343
CG31648	FBgn0068337	FBgn0068337	Dyak\CG31648
CG31648	FBgn0051648	FBgn0051648	CG31648
timeout	FBgn0038118	FBgn0038118	timeout
CG34186	FBgn0262954	FBgn0262954	Rpb12
CG32812	FBgn0025642	FBgn0025642	CG32812
CG9896	FBgn0034808	FBgn0034808	CG9896
Ras64B	FBgn0003206	FBgn0003206	Ras64B
CG31659	FBgn0051659	FBgn0051659	CG31659
LanB1	FBgn0261800	FBgn0261800	LanB1
Gs1	FBgn0001142	FBgn0001142	Gs1
CG12975	FBgn0037061	FBgn0037061	CG12975
CG6701	FBgn0033889	FBgn0033889	CG6701
CG8315	FBgn0034058	FBgn0034058	Pex11
CG2076	FBgn0030263	FBgn0030263	CG2076
Taf6	FBgn0010417	FBgn0010417	Taf6
CG2678	FBgn0014931	FBgn0014931	CG2678
CG14314	FBgn0038581	FBgn0038581	CG14314
CG6654	FBgn0038301	FBgn0038301	CG6654
Taf13	FBgn0032847	FBgn0032847	Taf13
Tsp86D	FBgn0037848	FBgn0037848	Tsp86D
Atf-2	FBgn0265193	FBgn0265193	Atf-2
CG3505	FBgn0038250	FBgn0038250	CG3505
CG14443	FBgn0029880	FBgn0029880	CG14443
bon	FBgn0023097	FBgn0023097	bon
CG3893	FBgn0036826	FBgn0036826	arx
CG17293	FBgn0032030	FBgn0032030	Wdr82
Nep1	FBgn0029843	FBgn0029843	Nep1
CG3719	FBgn0024986	FBgn0024986	CG3719
CG32829	FBgn0052829	FBgn0052829	CG32829
CG32732	FBgn0083445	FBgn0083445	Dsim\GD16174
CG32732	FBgn0052732	FBgn0052732	CG32732
HLHm3	unknown ID	-	-
slv	FBgn0025469	FBgn0025469	slv
Fatp	FBgn0021953	FBgn0021953	Fatp
CG31918	FBgn0031678	FBgn0031678	CG31918
CG1635	FBgn0039854	FBgn0039854	CG1635
CG31161	FBgn0051161	FBgn0051161	CG31161
CG11750	FBgn0030294	FBgn0030294	Pa1
Srp19	FBgn0015298	FBgn0015298	Srp19
CG6178	FBgn0039156	FBgn0039156	CG6178
ND42	FBgn0019957	FBgn0019957	ND42
ND42	FBal0118203	FBgn0030600	hiw
kay	FBgn0001297	FBgn0001297	kay
Syx5	FBgn0011708	FBgn0011708	Syx5
CG13445	FBgn0036532	FBgn0036532	CG13445
CG13409	FBgn0038926	FBgn0038926	CG13409
