chr	tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status	FPKM_2	FPKM_ave	log2(FPKM_ave)
2R	CG12822	-	-	CG12822	CG12822	TSS12693	2R:3719671-3721346	-	-	17,17	14,51	19,83	OK	13,09	15,13	3,92
2L	CG7099	-	-	CG7099	CG7099	TSS15578	2L:13387635-13393962	-	-	14,72	13,58	15,86	OK	15,53	15,13	3,92
3L	CG32407	-	-	CG32407	CG32407	TSS8943	3L:5915154-5916667	-	-	13,96	11,53	16,39	OK	16,30	15,13	3,92
X	CG15916	-	-	CG15916	CG15916	TSS10430	X:15784631-15785580	-	-	15,65	12,59	18,72	OK	14,60	15,13	3,92
2R	CG30491	-	-	CG30491	CG30491	TSS5507	2R:3542632-3544275	-	-	14,97	12,29	17,65	OK	15,24	15,10	3,92
3L	mTerf3	-	-	mTerf3	mTerf3	TSS9735	3L:20512688-20513844	-	-	15,28	12,28	18,28	OK	14,90	15,09	3,92
3R	CG6254	-	-	CG6254	CG6254	TSS1006	3R:5984857-5987050	-	-	14,18	12,27	16,09	OK	15,98	15,08	3,91
3L	CG12010	-	-	CG12010	CG12010	TSS7671	3L:3374307-3376649	-	-	16,22	14,00	18,45	OK	13,92	15,07	3,91
2L	ck	-	-	ck	ck	TSS3256	2L:15044962-15057848	-	-	14,90	13,70	16,10	OK	15,24	15,07	3,91
2L	CG31678	-	-	CG31678	CG31678	TSS17916,TSS9429	2L:20659127-20675941	-	-	13,47	12,20	14,73	OK	16,63	15,05	3,91
3R	CG12814	-	-	CG12814	CG12814	TSS3794,TSS6980	3R:5996876-6013742	-	-	12,30	10,41	14,19	OK	17,80	15,05	3,91
3L	CG12713	-	-	CG12713	CG12713	TSS2112	3L:15825559-15827043	-	-	15,49	12,85	18,12	OK	14,61	15,05	3,91
2L	CG42555	-	-	CG42555	CG42555	TSS3890	2L:16889002-16917052	-	-	15,04	14,22	15,87	OK	15,04	15,04	3,91
2L	CG8486	-	-	CG8486	CG8486	TSS5881	2L:8163297-8190044	-	-	15,64	14,50	16,78	OK	14,42	15,03	3,91
3L	snRNA:U12:73B	-	-	snRNA:U12:73B	snRNA:U12:73B	TSS160	3L:16646868-16647106	-	-	20,44	6,81	34,07	OK	9,59	15,02	3,91
2L	pigeon	-	-	pigeon	pigeon	TSS6028	2L:19186035-19189938	-	-	15,11	13,28	16,94	OK	14,88	15,00	3,91
2R	CG3394	-	-	CG3394	CG3394	TSS11267,TSS6242	2R:20181620-20185646	-	-	13,11	11,24	14,99	OK	16,84	14,98	3,90
3R	f-cup	-	-	f-cup	f-cup	TSS13577,TSS14220,TSS3657,TSS4286,TSS8758	3R:9520978-9526560	-	-	15,74	13,75	17,73	OK	14,20	14,97	3,90
2L	CG31633	-	-	CG31633	CG31633	TSS13599	2L:6654759-6656315	-	-	14,39	11,85	16,93	OK	15,54	14,97	3,90
2R	CG13506	-	-	CG13506	CG13506	TSS16301	2R:18270640-18281527	-	-	12,74	11,27	14,22	OK	17,18	14,96	3,90
2R	CG8841	-	-	CG8841	CG8841	TSS13376,TSS15814,TSS3669	2R:8210011-8213763	-	-	15,59	13,90	17,28	OK	14,29	14,94	3,90
3L	CG1146	-	-	CG1146	CG1146	TSS12467,TSS13122,TSS3701	3L:2488818-2492613	-	-	14,35	12,31	16,38	OK	15,50	14,93	3,90
3R	RpI12	-	-	RpI12	RpI12	TSS15789	3R:17602557-17603510	-	-	14,87	11,43	18,32	OK	14,97	14,92	3,90
X	Axs	-	-	Axs	Axs	TSS13230	X:16574121-16577928	-	-	13,59	11,75	15,43	OK	16,23	14,91	3,90
4	unc-13	-	-	unc-13	unc-13	TSS1718,TSS8790	4:891550-925419	-	-	15,52	14,50	16,54	OK	14,29	14,91	3,90
X	CG13004	-	-	CG13004	CG13004	TSS13257,TSS6125,TSS649	X:16720810-16729547	-	-	12,69	10,82	14,56	OK	17,11	14,90	3,90
3R	CG14860	-	-	CG14860	CG14860	TSS10949	3R:10720505-10721408	-	-	15,74	12,31	19,18	OK	14,02	14,88	3,90
3R	CG31159	-	-	CG31159	CG31159	TSS2466	3R:18439485-18442164	-	-	15,64	13,70	17,58	OK	14,09	14,87	3,89
X	CG32529	-	-	CG32529	CG32529	TSS14082,TSS14219,TSS3153	X:19762442-19800720	-	-	15,19	14,13	16,25	OK	14,54	14,86	3,89
2R	CG13742	-	-	CG13742	CG13742	TSS13248	2R:4972097-4975062	-	-	13,63	11,50	15,76	OK	16,09	14,86	3,89
2L	CG31793	-	-	CG31793	CG31793	TSS13199	2L:19003409-19008231	-	-	15,99	14,53	17,46	OK	13,70	14,85	3,89
2L	CG17612	-	-	CG17612	CG17612	TSS2959,TSS8117	2L:4380507-4382719	-	-	16,13	13,96	18,29	OK	13,56	14,84	3,89
3R	Fancl	-	-	Fancl	Fancl	TSS10680	3R:5877229-5878585	-	-	15,12	12,21	18,04	OK	14,56	14,84	3,89
2L	CG10463	-	-	CG10463	CG10463	TSS15261	2L:19758878-19760986	-	-	15,88	13,80	17,97	OK	13,78	14,83	3,89
X	CHES-1-like	-	-	CHES-1-like	CHES-1-like	TSS4042,TSS9866	X:7577490-7598851	-	-	16,15	14,93	17,36	OK	13,47	14,81	3,89
2R	snoRNA:Psi28S-1936	-	-	snoRNA:Psi28S-1936	snoRNA:Psi28S-1936	TSS17	2R:7475687-7475836	-	-	29,57	0,00	88,71	OK	0,00	14,79	3,89
3L	CG13029	-	-	CG13029	CG13029	TSS16243	3L:16853721-16854938	-	-	16,89	13,10	20,67	OK	12,63	14,76	3,88
2R	CG4049	-	-	CG4049	CG4049	TSS1589	2R:19995428-20001793	-	-	14,34	13,20	15,48	OK	15,16	14,75	3,88
3R	nmdyn-D7	-	-	nmdyn-D7	nmdyn-D7	TSS14620	3R:5505662-5507224	-	-	16,33	13,62	19,04	OK	13,16	14,74	3,88
X	CG32581	-	-	CG32581	CG32581	TSS4229	X:15690935-15693189	-	-	16,11	13,37	18,84	OK	13,38	14,74	3,88
3R	CG6204	-	-	CG6204	CG6204	TSS13100	3R:20019587-20022609	-	-	14,41	12,67	16,15	OK	15,06	14,73	3,88
3R	Mlc2	-	-	Mlc2	Mlc2	TSS7335	3R:25997159-26000273	-	-	13,04	11,12	14,95	OK	16,43	14,73	3,88
2R	CG9815	-	-	CG9815	CG9815	TSS14072,TSS9315	2R:19309030-19313420	-	-	12,97	9,63	16,31	OK	16,46	14,71	3,88
X	RhoGAP15B	-	-	RhoGAP15B	RhoGAP15B	TSS14862	X:16842894-16850031	-	-	14,44	13,18	15,70	OK	14,98	14,71	3,88
2L	tai	-	-	tai	tai	TSS76,TSS8309	2L:9166801-9247186	-	-	16,09	15,01	17,17	OK	13,31	14,70	3,88
2R	CG18011	-	-	CG18011	CG18011	TSS597	2R:6029844-6033711	-	-	15,87	14,13	17,62	OK	13,52	14,70	3,88
2L	CG10949	-	-	CG10949	CG10949	TSS6969	2L:20415170-20416918	-	-	14,40	12,40	16,39	OK	15,00	14,70	3,88
3R	CG15523	-	-	CG15523	CG15523	TSS10479	3R:25761699-25773929	-	-	15,38	14,31	16,45	OK	13,99	14,69	3,88
3R	rec	-	-	rec	rec	TSS11532	3R:11648708-11658354	-	-	15,47	13,84	17,10	OK	13,90	14,69	3,88
X	CG1529	-	-	CG1529	CG1529	TSS14987	X:20899673-20902977	-	-	14,18	12,51	15,84	OK	15,18	14,68	3,88
X	CG13014	-	-	CG13014	CG13014	TSS11660	X:16481943-16482969	-	-	12,23	9,16	15,30	OK	17,12	14,68	3,88
X	CG3587	-	-	CG3587	CG3587	TSS6149	X:1834268-1835574	-	-	16,69	13,86	19,52	OK	12,66	14,67	3,88
3R	CG3532	-	-	CG3532	CG3532	TSS2614	3R:7836503-7840784	-	-	14,47	13,03	15,91	OK	14,87	14,67	3,87
3R	Dad	-	-	Dad	Dad	TSS3948,TSS4842	3R:12879728-12896135	-	-	13,66	12,14	15,19	OK	15,65	14,66	3,87
2L	CG18661	-	-	CG18661	CG18661	TSS14761	2L:8997640-8998544	-	-	13,37	9,90	16,84	OK	15,94	14,65	3,87
2R	CG42568	-	-	CG42568	CG42568	TSS3031	2R:20045188-20046819	-	-	14,41	10,83	17,99	OK	14,89	14,65	3,87
3R	CG10011	-	-	CG10011	CG10011	TSS3049	3R:24433652-24460785	-	-	15,58	14,44	16,72	OK	13,68	14,63	3,87
3R	CG31522	-	-	CG31522	CG31522	TSS13629,TSS4257,TSS4326	3R:267136-279036	-	-	15,56	13,60	17,52	OK	13,67	14,62	3,87
3L	GlcAT-P	-	-	GlcAT-P	GlcAT-P	TSS11800	3L:11170047-11190603	-	-	16,14	14,51	17,76	OK	13,09	14,61	3,87
3R	CG7091	-	-	CG7091	CG7091	TSS17204	3R:8803680-8806257	-	-	14,97	12,64	17,31	OK	14,25	14,61	3,87
3L	CG9063	-	-	CG9063	CG9063	TSS8992	3L:22250846-22255995	-	-	14,54	13,23	15,86	OK	14,67	14,61	3,87
2R	beta3GalTII	-	-	beta3GalTII	beta3GalTII	TSS5257	2R:4513685-4515089	-	-	14,93	12,36	17,51	OK	14,27	14,60	3,87
2R	CG16868	-	-	CG16868	CG16868	TSS240	2R:16169133-16174584	-	-	14,78	13,50	16,06	OK	14,41	14,59	3,87
3R	CG5669	-	-	CG5669	CG5669	TSS16085	3R:20049166-20052659	-	-	14,44	12,91	15,97	OK	14,75	14,59	3,87
3L	snoRNA:Psi28S-2622	-	-	snoRNA:Psi28S-2622	snoRNA:Psi28S-2622	TSS414	3L:1488905-1489045	-	-	29,18	0,00	87,53	OK	0,00	14,59	3,87
2R	CG12935	-	-	CG12935	CG12935	TSS14948	2R:6696897-6698160	-	-	12,74	9,95	15,54	OK	16,42	14,58	3,87
3R	CG7156	-	-	CG7156	CG7156	TSS4598	3R:14065141-14067906	-	-	15,44	13,43	17,45	OK	13,72	14,58	3,87
2L	CG13392	-	-	CG13392	CG13392	TSS11036	2L:8381904-8382723	-	-	12,17	8,64	15,70	OK	16,97	14,57	3,87
3R	sba	-	-	sba	sba	TSS10464	3R:19719888-19748695	-	-	15,23	14,04	16,43	OK	13,89	14,56	3,86
2L	osp	-	-	osp	osp	TSS2973	2L:14599775-14689325	-	-	14,49	13,31	15,67	OK	14,62	14,56	3,86
3R	alpha-Est1	-	-	alpha-Est1	alpha-Est1	TSS1436	3R:3371448-3374844	-	-	13,83	11,93	15,73	OK	15,28	14,56	3,86
X	xmas-2	-	-	xmas-2	xmas-2	TSS9282	X:17048142-17053339	-	-	15,24	13,84	16,64	OK	13,86	14,55	3,86
2R	CG7849	-	-	CG7849	CG7849	TSS16607	2R:1964414-1965593	-	-	15,41	12,47	18,35	OK	13,67	14,54	3,86
3R	lig3	-	-	lig3	lig3	TSS1756	3R:8224732-8227535	-	-	16,05	14,09	18,02	OK	13,00	14,53	3,86
2R	Ipk1	-	-	Ipk1	Ipk1	TSS16762	2R:16758310-16766632	-	-	15,98	14,16	17,79	OK	13,08	14,53	3,86
2L	sip1	-	-	sip1	sip1	TSS1645	2L:5721038-5723791	-	-	15,08	13,39	16,76	OK	13,95	14,51	3,86
3R	Mat89Bb	-	-	Mat89Bb	Mat89Bb	TSS1319	3R:12089889-12092632	-	-	15,48	13,62	17,35	OK	13,54	14,51	3,86
X	l(1)G0148	-	-	l(1)G0148	l(1)G0148	TSS8213	X:6548648-6553742	-	-	15,19	13,61	16,77	OK	13,81	14,50	3,86
2L	ush	-	-	ush	ush	TSS3432	2L:523466-540541	-	-	14,71	13,47	15,96	OK	14,28	14,50	3,86
3R	Ravus	-	-	Ravus	Ravus	TSS8896	3R:9088453-9089755	-	-	14,72	12,34	17,11	OK	14,27	14,49	3,86
2R	CG8768	-	-	CG8768	CG8768	TSS7770	2R:8578812-8580193	-	-	13,65	11,07	16,23	OK	15,33	14,49	3,86
2R	CG9437	-	-	CG9437	CG9437	TSS12737	2R:17056464-17057515	-	-	13,46	10,75	16,17	OK	15,50	14,48	3,86
X	csw	-	-	csw	csw	TSS11174,TSS3272,TSS934	X:1988268-2007698	-	-	13,04	11,72	14,36	OK	15,92	14,48	3,86
3R	CG6959	-	-	CG6959	CG6959	TSS119	3R:7648423-7695183	-	-	12,58	10,99	14,17	OK	16,37	14,48	3,86
2R	isopeptidase-T-3	-	-	isopeptidase-T-3	isopeptidase-T-3	TSS17262,TSS17646	2R:15558123-15560982	-	-	16,16	14,06	18,27	OK	12,75	14,46	3,85
2R	Tsp42Ea	-	-	Tsp42Ea	Tsp42Ea	TSS1896	2R:2880180-2891766	-	-	16,05	12,68	19,42	OK	12,84	14,44	3,85
X	CG15456	-	-	CG15456	CG15456	TSS3944	X:20297535-20298104	-	-	11,12	7,06	15,18	OK	17,74	14,43	3,85
2R	CG10433	-	-	CG10433	CG10433	TSS6013	2R:17493180-17494458	-	-	11,41	8,78	14,04	OK	17,44	14,43	3,85
2R	l(2)k10201	-	-	l(2)k10201	l(2)k10201	TSS5681	2R:5286593-5287404	-	-	15,03	11,70	18,36	OK	13,80	14,42	3,85
3R	CG8202	-	-	CG8202	CG8202	TSS1989	3R:4557818-4561557	-	-	14,51	12,80	16,21	OK	14,26	14,38	3,85
3R	CG17119	-	-	CG17119	CG17119	TSS6349	3R:18880131-18883268	-	-	15,36	12,68	18,05	OK	13,37	14,37	3,84
2R	Tsp42Er	-	-	Tsp42Er	Tsp42Er	TSS9044	2R:2951920-2953618	-	-	12,43	8,89	15,97	OK	16,22	14,33	3,84
2R	jbug	-	-	jbug	jbug	TSS193,TSS5977	2R:18604825-18624550	-	-	13,42	12,24	14,59	OK	15,23	14,32	3,84
X	CG11164	-	-	CG11164	CG11164	TSS2746	X:13562055-13563328	-	-	14,39	11,81	16,97	OK	14,23	14,31	3,84
3R	sqz	-	-	sqz	sqz	TSS14520	3R:14989942-14996296	-	-	14,12	12,59	15,64	OK	14,50	14,31	3,84
3R	CG8112	-	-	CG8112	CG8112	TSS5884	3R:4526703-4540990	-	-	13,93	11,76	16,09	OK	14,67	14,30	3,84
3L	Grip163	-	-	Grip163	Grip163	TSS6875	3L:11986366-11991177	-	-	15,17	13,81	16,53	OK	13,43	14,30	3,84
2R	Strn-Mlck	-	-	Strn-Mlck	Strn-Mlck	TSS10239,TSS10650,TSS5830,TSS6713,TSS6852,TSS6854	2R:11834430-11873458	-	-	17,72	15,93	19,51	OK	10,86	14,29	3,84
X	g	-	-	g	g	TSS5727	X:13621235-13630311	-	-	14,57	13,23	15,90	OK	14,01	14,29	3,84
2R	CG7745	-	-	CG7745	CG7745	TSS16624	2R:7195388-7197334	-	-	13,99	11,99	15,99	OK	14,55	14,27	3,83
2L	Cda5	-	-	Cda5	Cda5	TSS12957	2L:25401-59242	-	-	13,22	12,05	14,39	OK	15,31	14,26	3,83
3L	sowah	-	-	sowah	sowah	TSS14408	3L:12530611-12565622	-	-	13,21	11,40	15,02	OK	15,30	14,26	3,83
3L	CG3618	-	-	CG3618	CG3618	TSS222,TSS844	3L:20806452-20809175	-	-	13,84	12,13	15,56	OK	14,60	14,22	3,83
3R	Dys	-	-	Dys	Dys	TSS3563,TSS6224,TSS7283,TSS7290,TSS8177,TSS9117	3R:15286809-15421117	-	-	14,34	13,18	15,51	OK	14,08	14,21	3,83
2L	eya	-	-	eya	eya	TSS11828,TSS1786	2L:6527448-6546972	-	-	12,83	11,33	14,33	OK	15,54	14,19	3,83
X	CG1840	-	-	CG1840	CG1840	TSS5205	X:11782390-11783222	-	-	12,21	8,95	15,47	OK	16,16	14,18	3,83
3R	CG12402	-	-	CG12402	CG12402	TSS17867	3R:9930594-9933878	-	-	14,54	12,84	16,23	OK	13,74	14,14	3,82
2R	mus205	-	-	mus205	mus205	TSS425	2R:3680756-3688549	-	-	17,38	16,05	18,71	OK	10,89	14,13	3,82
3L	Tie	-	-	Tie	Tie	TSS2292	3L:4510697-4524519	-	-	13,96	12,71	15,22	OK	14,28	14,12	3,82
2L	jet	-	-	jet	jet	TSS10602	2L:4948201-4949751	-	-	14,19	11,25	17,13	OK	14,02	14,11	3,82
X	CG1998	-	-	CG1998	CG1998	TSS3779,TSS984	X:13303401-13307107	-	-	11,02	8,41	13,64	OK	17,17	14,10	3,82
3R	sage	-	-	sage	sage	TSS12255,TSS17044	3R:5088382-5089464	-	-	14,16	11,18	17,13	OK	14,01	14,09	3,82
X	CG14635	-	-	CG14635	CG14635	TSS4898	X:738869-739229	-	-	17,10	9,93	24,27	OK	11,07	14,08	3,82
2R	CG8195	-	-	CG8195	CG8195	TSS9023	2R:11450200-11453291	-	-	14,03	11,98	16,08	OK	14,13	14,08	3,82
3R	CG5933	-	-	CG5933	CG5933	TSS5443	3R:19857913-19859979	-	-	14,46	12,56	16,37	OK	13,69	14,08	3,82
X	CG1662	-	-	CG1662	CG1662	TSS15467	X:13281631-13282877	-	-	14,23	11,58	16,89	OK	13,91	14,07	3,81
3R	CG4562	-	-	CG4562	CG4562	TSS14198,TSS16560	3R:15692861-15700941	-	-	13,92	12,54	15,29	OK	14,19	14,05	3,81
3R	Ugt35b	-	-	Ugt35b	Ugt35b	TSS1742	3R:6994218-6995955	-	-	7,64	5,91	9,38	OK	20,46	14,05	3,81
X	w	-	-	w	w	TSS16229	X:2684631-2690499	-	-	1,50	0,88	2,12	OK	26,60	14,05	3,81
2L	CG6488	-	-	CG6488	CG6488	TSS13405	2L:11496793-11499119	-	-	13,51	11,48	15,55	OK	14,57	14,04	3,81
3R	CG10175	-	-	CG10175	CG10175	TSS11853,TSS224	3R:19348422-19356704	-	-	13,89	12,08	15,70	OK	14,19	14,04	3,81
2L	Rab30	-	-	Rab30	Rab30	TSS10573	2L:7030479-7032603	-	-	14,39	12,16	16,62	OK	13,67	14,03	3,81
3L	Hexo1	-	-	Hexo1	Hexo1	TSS2369	3L:4288641-4291211	-	-	13,95	11,96	15,94	OK	14,08	14,01	3,81
X	CG4617	-	-	CG4617	CG4617	TSS8679	X:6996582-6998531	-	-	13,69	11,61	15,77	OK	14,33	14,01	3,81
2R	Dscam	-	-	Dscam	Dscam	TSS18046	2R:3207058-3269374	-	-	13,34	12,30	14,37	OK	14,68	14,01	3,81
2R	sli	-	-	sli	sli	TSS10939,TSS3233	2R:11760175-11809623	-	-	15,58	14,32	16,84	OK	12,42	14,00	3,81
3R	Pbp95	-	-	Pbp95	Pbp95	TSS9144	3R:3839545-3842332	-	-	12,28	10,51	14,05	OK	15,68	13,98	3,81
2L	tj	-	-	tj	tj	TSS1321	2L:19464579-19467758	-	-	11,99	10,57	13,41	OK	15,91	13,95	3,80
3L	mth	-	-	mth	mth	TSS1770,TSS5160,TSS9172	3L:343377-347168	-	-	12,24	9,97	14,51	OK	15,63	13,93	3,80
3L	CG32221	-	-	CG32221	CG32221	TSS14266	3L:19827789-19829513	-	-	13,66	11,21	16,11	OK	14,21	13,93	3,80
2L	Su(H)	-	-	Su(H)	Su(H)	TSS8682	2L:15039495-15043335	-	-	13,35	11,77	14,94	OK	14,48	13,92	3,80
3L	CG11263	-	-	CG11263	CG11263	TSS9011	3L:12999923-13000981	-	-	14,34	11,23	17,44	OK	13,47	13,91	3,80
X	trr	-	-	trr	trr	TSS5441	X:1775339-1783808	-	-	14,22	13,12	15,32	OK	13,53	13,88	3,79
3R	CG17360	-	-	CG17360	CG17360	TSS17563	3R:7606850-7612736	-	-	14,97	13,70	16,24	OK	12,75	13,86	3,79
2L	CG11454	-	-	CG11454	CG11454	TSS9421	2L:143308-144227	-	-	12,10	9,33	14,87	OK	15,62	13,86	3,79
3L	Pbgs	-	-	Pbgs	Pbgs	TSS14860	3L:12263061-12264430	-	-	11,03	8,82	13,23	OK	16,67	13,85	3,79
2L	CG4822	-	-	CG4822	CG4822	TSS12220,TSS3884,TSS5438	2L:117078-121974	-	-	10,52	8,82	12,21	OK	17,18	13,85	3,79
2L	Mtp	-	-	Mtp	Mtp	TSS17468	2L:20919093-20922850	-	-	14,75	13,08	16,41	OK	12,95	13,85	3,79
3L	CG7341	-	-	CG7341	CG7341	TSS1207	3L:18106064-18114107	-	-	13,15	10,58	15,72	OK	14,54	13,84	3,79
X	CG32662	-	-	CG32662	CG32662	TSS6308	X:11723450-11727536	-	-	14,64	13,49	15,78	OK	13,00	13,82	3,79
2L	CG2225	-	-	CG2225	CG2225	TSS15037,TSS2321,TSS3117,TSS3170,TSS4772	2L:21663791-21677530	-	-	15,27	13,71	16,84	OK	12,32	13,80	3,79
2L	CG17221	-	-	CG17221	CG17221	TSS11083,TSS572	2L:3039975-3041626	-	-	13,62	11,11	16,14	OK	13,97	13,79	3,79
X	CG7358	-	-	CG7358	CG7358	TSS17946	X:18783042-18787666	-	-	13,55	12,32	14,78	OK	14,02	13,79	3,79
X	CG15744	-	-	CG15744	CG15744	TSS1181	X:13182395-13188469	-	-	14,74	13,62	15,87	OK	12,83	13,79	3,79
2R	sut1	-	-	sut1	sut1	TSS5944	2R:3970482-3974654	-	-	14,98	12,81	17,15	OK	12,56	13,77	3,78
2L	CG4497	-	-	CG4497	CG4497	TSS10489,TSS17850	2L:7190430-7194588	-	-	14,70	12,76	16,64	OK	12,82	13,76	3,78
2R	CG12765	-	-	CG12765	CG12765	TSS13594	2R:9118087-9119170	-	-	13,92	10,88	16,96	OK	13,60	13,76	3,78
2R	CG30035	-	-	CG30035	CG30035	TSS1561,TSS8525	2R:7553258-7562287	-	-	12,22	10,21	14,23	OK	15,30	13,76	3,78
2L	CG3876	-	-	CG3876	CG3876	TSS13804	2L:818078-819492	-	-	14,25	11,38	17,13	OK	13,26	13,75	3,78
3L	CG1233	-	-	CG1233	CG1233	TSS13166,TSS242	3L:361477-365681	-	-	14,05	12,64	15,45	OK	13,44	13,74	3,78
2L	Ets21C	-	-	Ets21C	Ets21C	TSS16975,TSS8972	2L:547413-552454	-	-	14,05	11,99	16,10	OK	13,42	13,73	3,78
2L	Oseg5	-	-	Oseg5	Oseg5	TSS10495	2L:20832857-20835607	-	-	14,06	12,12	16,00	OK	13,40	13,73	3,78
X	Rab21	-	-	Rab21	Rab21	TSS4518,TSS632	X:22413975-22415095	-	-	14,93	12,00	17,87	OK	12,52	13,73	3,78
3R	mthl5	-	-	mthl5	mthl5	TSS12975	3R:7709659-7712887	-	-	12,30	10,20	14,41	OK	15,14	13,72	3,78
3L	CG7049	-	-	CG7049	CG7049	TSS8581	3L:175111-176234	-	-	12,36	9,97	14,75	OK	15,08	13,72	3,78
X	Shawn	-	-	Shawn	Shawn	TSS13978,TSS15061	X:19505558-19509647	-	-	12,90	10,49	15,31	OK	14,54	13,72	3,78
3L	Las	-	-	Las	Las	TSS11091	3L:20423697-20425456	-	-	14,85	12,49	17,20	OK	12,58	13,71	3,78
X	CG15747	-	-	CG15747	CG15747	TSS9598	X:13232386-13235052	-	-	14,17	12,55	15,80	OK	13,20	13,69	3,77
2R	CG30008	-	-	CG30008	CG30008	TSS4434	2R:5777402-5778625	-	-	2,53	1,00	4,05	OK	24,84	13,68	3,77
2L	Cyp4ac1	-	-	Cyp4ac1	Cyp4ac1	TSS8189	2L:5264000-5265899	-	-	14,28	12,07	16,49	OK	13,07	13,68	3,77
X	CG14621	-	-	CG14621	CG14621	TSS1324	X:21846589-21849017	-	-	12,20	9,89	14,52	OK	15,15	13,67	3,77
3L	CG4447	-	-	CG4447	CG4447	TSS10874	3L:9357458-9358340	-	-	12,12	9,21	15,02	OK	15,22	13,67	3,77
2L	RluA-2	-	-	RluA-2	RluA-2	TSS5750	2L:10477113-10482975	-	-	13,08	11,11	15,04	OK	14,25	13,66	3,77
X	CG15209	-	-	CG15209	CG15209	TSS713	X:10736187-10737028	-	-	11,69	8,67	14,71	OK	15,63	13,66	3,77
3L	CG32262	-	-	CG32262	CG32262	TSS5393	3L:3809145-3810181	-	-	13,10	10,22	15,98	OK	14,21	13,65	3,77
2L	CG10188	-	-	CG10188	CG10188	TSS3587	2L:19502333-19508760	-	-	13,91	12,68	15,15	OK	13,39	13,65	3,77
2R	retn	-	-	retn	retn	TSS7243	2R:19520134-19542343	-	-	11,64	10,44	12,85	OK	15,65	13,65	3,77
X	CG34408	-	-	CG34408	CG34408	TSS3077,TSS6610	X:10114142-10123948	-	-	13,77	12,49	15,05	OK	13,50	13,64	3,77
3L	CG8012	-	-	CG8012	CG8012	TSS1972	3L:8208530-8209302	-	-	15,89	11,41	20,37	OK	11,38	13,64	3,77
3R	CG2126	-	-	CG2126	CG2126	TSS2067	3R:27600770-27602337	-	-	11,79	9,20	14,38	OK	15,47	13,63	3,77
2R	CG13344	-	-	CG13344	CG13344	TSS11515	2R:9749516-9751663	-	-	14,32	12,42	16,23	OK	12,93	13,62	3,77
2R	nopo	-	-	nopo	nopo	TSS14577	2R:14068000-14070024	-	-	12,17	10,06	14,27	OK	15,07	13,62	3,77
2L	CG5390	-	-	CG5390	CG5390	TSS13198	2L:10304062-10306594	-	-	12,79	10,53	15,05	OK	14,45	13,62	3,77
X	CG1764	-	-	CG1764	CG1764	TSS1387	X:13188501-13190684	-	-	14,07	11,65	16,50	OK	13,16	13,62	3,77
X	CG32649	-	-	CG32649	CG32649	TSS8070	X:12792800-12795109	-	-	12,83	11,04	14,61	OK	14,40	13,61	3,77
X	CG3632	-	-	CG3632	CG3632	TSS15803,TSS15819,TSS3147	X:16190727-16197341	-	-	13,76	12,28	15,23	OK	13,46	13,61	3,77
2R	CG3608	-	-	CG3608	CG3608	TSS9662	2R:20499227-20501430	-	-	13,28	11,22	15,34	OK	13,93	13,61	3,77
2L	CG17840	-	-	CG17840	CG17840	TSS7693	2L:4465199-4468022	-	-	13,59	11,77	15,42	OK	13,62	13,61	3,77
3R	Sulf1	-	-	Sulf1	Sulf1	TSS12728	3R:12136255-12140853	-	-	12,80	11,50	14,10	OK	14,41	13,60	3,77
2R	Tab2	-	-	Tab2	Tab2	TSS40	2R:15180072-15191529	-	-	13,57	12,13	15,02	OK	13,63	13,60	3,77
3L	Spn	-	-	Spn	Spn	TSS12844	3L:2508119-2554277	-	-	14,37	13,42	15,32	OK	12,83	13,60	3,77
3L	CG4933	-	-	CG4933	CG4933	TSS11967	3L:16345139-16346390	-	-	13,77	11,01	16,53	OK	13,42	13,60	3,77
3L	CG4753	-	-	CG4753	CG4753	TSS10591,TSS12846	3L:16372069-16374670	-	-	14,99	12,20	17,77	OK	12,18	13,58	3,76
3L	Adk1	-	-	Adk1	Adk1	TSS2657	3L:12193495-12197182	-	-	11,89	9,39	14,39	OK	15,24	13,57	3,76
2R	CG8180	-	-	CG8180	CG8180	TSS18038	2R:11359969-11370338	-	-	12,78	11,02	14,53	OK	14,35	13,57	3,76
3R	CG31133	-	-	CG31133	CG31133	TSS4363	3R:19973157-19974645	-	-	12,47	10,20	14,74	OK	14,65	13,56	3,76
3R	m6	-	-	m6	m6	TSS7745	3R:21858632-21859769	-	-	0,00	0,00	0,00	OK	27,13	13,56	3,76
3R	gatA	-	-	gatA	gatA	TSS2721	3R:14851895-14854558	-	-	13,48	11,17	15,79	OK	13,64	13,56	3,76
2L	CG10194	-	-	CG10194	CG10194	TSS10719	2L:19488681-19490083	-	-	10,86	8,27	13,45	OK	16,26	13,56	3,76
3R	NK7.1	-	-	NK7.1	NK7.1	TSS11714,TSS5031	3R:10155861-10198673	-	-	13,28	11,74	14,82	OK	13,84	13,56	3,76
X	CG14618	-	-	CG14618	CG14618	TSS8460	X:21875566-21876834	-	-	12,82	10,42	15,21	OK	14,28	13,55	3,76
2L	CG4594	-	-	CG4594	CG4594	TSS7178	2L:9920160-9921459	-	-	13,26	10,45	16,07	OK	13,82	13,54	3,76
3L	CG7724	-	-	CG7724	CG7724	TSS10445	3L:17048717-17051633	-	-	13,27	10,88	15,65	OK	13,80	13,54	3,76
