chr	tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status	FPKM_2	FPKM_ave	log2(FPKM_ave)
3L	mir-315	-	-	mir-315	mir-315	TSS1371	3L:18854081-18854103	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
3L	CG6865	-	-	CG6865	CG6865	TSS10237	3L:18857348-18858521	-	-	0,00	0,00	0,00	OK	0,29	0,15	-2,78
3L	CG14074	-	-	CG14074	CG14074	TSS6897	3L:18859324-18860653	-	-	1,46	0,43	2,50	OK	1,20	1,33	0,41
3L	CG6856	-	-	CG6856	CG6856	TSS15850	3L:18860876-18862321	-	-	1,90	0,67	3,13	OK	1,24	1,57	0,65
3L	Indy	-	-	Indy	Indy	TSS10572,TSS14186,TSS3640,TSS7902	3L:18821731-18839360	-	-	53,73	47,80	59,67	OK	43,35	48,54	5,60
3L	CG32027	-	-	CG32027	CG32027	TSS7333	3L:18834678-18835887	-	-	1,08	0,00	2,15	OK	1,77	1,42	0,51
3L	CG6852	-	-	CG6852	CG6852	TSS15889	3L:18862555-18863158	-	-	13,55	6,17	20,92	OK	16,14	14,84	3,89
3L	CG34255	-	-	CG34255	CG34255	TSS1769	3L:18863353-18863997	-	-	8,25	2,77	13,73	OK	6,93	7,59	2,92
3L	Rad9	-	-	Rad9	Rad9	TSS12180	3L:18863143-18865643	-	-	1,60	0,44	2,77	OK	1,99	1,80	0,85
3L	CG11637	-	-	CG11637	CG11637	TSS14672	3L:18885482-18886378	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
3L	CG3902	-	-	CG3902	CG3902	TSS13128	3L:18886219-18891390	-	-	3,58	2,06	5,10	OK	1,68	2,63	1,39
3L	snoRNA:Psi28S-2566	-	-	snoRNA:Psi28S-2566	snoRNA:Psi28S-2566	TSS4110	3L:18889288-18889556	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
3L	RpL26	-	-	RpL26	RpL26	TSS16355	3L:18892173-18893024	-	-	239,71	217,64	261,78	OK	208,72	224,21	7,81
3L	CG3893	-	-	CG3893	CG3893	TSS17907	3L:18893686-18894593	-	-	6,48	3,50	9,45	OK	5,10	5,79	2,53
3L	CG6843	-	-	CG6843	CG6843	TSS13825	3L:18894795-18896009	-	-	4,64	2,81	6,47	OK	5,95	5,30	2,41
3L	CSN1b	-	-	CSN1b	CSN1b	TSS17402	3L:18896052-18898117	-	-	22,88	19,41	26,36	OK	21,50	22,19	4,47
3L	CG6841	-	-	CG6841	CG6841	TSS12560	3L:18898473-18902074	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
3L	Ir75d	-	-	Ir75d	Ir75d	TSS8715	3L:18901359-18904138	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
3L	CG14077	-	-	CG14077	CG14077	TSS13289	3L:18901359-18907250	-	-	174,11	163,37	184,85	OK	171,35	172,73	7,43
3L	Ugt	-	-	Ugt	Ugt	TSS790	3L:18865846-18871352	-	-	38,07	34,90	41,23	OK	35,28	36,67	5,20
3L	CG3961	-	-	CG3961	CG3961	TSS12810,TSS15528	3L:18871349-18883582	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
3L	CG3819	-	-	CG3819	CG3819	TSS5956	3L:18913620-18915206	-	-	0,32	0,00	0,78	OK	0,61	0,47	-1,10
3L	CG6839	-	-	CG6839	CG6839	TSS4602	3L:18910680-18912361	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
3L	CG18223	-	-	CG18223	CG18223	TSS9002	3L:18912323-18913402	-	-	29,66	23,74	35,58	OK	28,81	29,23	4,87
3L	CG6836	-	-	CG6836	CG6836	TSS4381	3L:18943731-18948509	-	-	8,09	5,29	10,89	OK	6,66	7,37	2,88
3L	CG14075	-	-	CG14075	CG14075	TSS14171	3L:18978060-18978734	-	-	0,00	0,00	0,00	OK	0,40	0,20	-2,33
3L	CG32204	-	-	CG32204	CG32204	TSS9998	3L:18915513-18939136	-	-	1,57	0,81	2,33	OK	1,63	1,60	0,68
3L	CG11619	-	-	CG11619	CG11619	TSS2145	3L:18979158-18981258	-	-	0,46	0,00	0,92	OK	1,39	0,93	-0,11
3L	CG34256	-	-	CG34256	CG34256	TSS14789	3L:18981835-18982915	-	-	0,47	0,00	1,41	OK	0,00	0,24	-2,09
3L	CG18136	-	-	CG18136	CG18136	TSS11154	3L:18994084-18996393	-	-	0,50	0,00	1,00	OK	0,12	0,31	-1,70
3L	nkd	-	-	nkd	nkd	TSS5009	3L:18996831-19038431	-	-	2,37	1,74	3,01	OK	2,50	2,44	1,29
3L	Acp76A	-	-	Acp76A	Acp76A	TSS4091	3L:19043856-19045126	-	-	8,37	5,20	11,53	OK	0,00	4,18	2,06
3L	CG3797	-	-	CG3797	CG3797	TSS1485	3L:19052868-19055902	-	-	7,01	5,32	8,70	OK	6,00	6,50	2,70
3L	CG6812	-	-	CG6812	CG6812	TSS4385	3L:19056271-19059249	-	-	5,09	3,36	6,83	OK	3,83	4,46	2,16
3L	Mkp3	-	-	Mkp3	Mkp3	TSS2520,TSS6347	3L:19060831-19079522	-	-	4,03	2,73	5,32	OK	4,05	4,04	2,01
3L	MESR6	-	-	MESR6	MESR6	TSS4347	3L:19085771-19087860	-	-	6,72	4,87	8,57	OK	8,38	7,55	2,92
3L	CG11577	-	-	CG11577	CG11577	TSS16594	3L:19087989-19089326	-	-	1,09	0,11	2,06	OK	1,83	1,46	0,55
3L	CG18135	-	-	CG18135	CG18135	TSS11783,TSS16323,TSS4569,TSS5028	3L:18983113-18991383	-	-	14,77	12,60	16,94	OK	16,40	15,59	3,96
3L	CG3808	-	-	CG3808	CG3808	TSS10663	3L:18990974-18993708	-	-	3,47	2,27	4,67	OK	0,00	1,73	0,79
3L	CG10424	-	-	CG10424	CG10424	TSS11393	3L:19089498-19090809	-	-	12,83	9,34	16,33	OK	7,22	10,03	3,33
3L	CG14079	-	-	CG14079	CG14079	TSS16931	3L:19091098-19092164	-	-	5,67	3,00	8,34	OK	5,64	5,66	2,50
3L	CG10419	-	-	CG10419	CG10419	TSS10025	3L:19092222-19093434	-	-	35,61	29,54	41,67	OK	33,06	34,33	5,10
3L	BG642378	-	-	BG642378	BG642378	TSS2792	3L:19121549-19122765	-	-	7,99	5,02	10,95	OK	1,02	4,50	2,17
3L	CG14082	-	-	CG14082	CG14082	TSS14699,TSS1806	3L:19100374-19103586	-	-	0,60	0,00	1,27	OK	0,14	0,37	-1,44
3L	CG33647	-	-	CG33647	CG33647	TSS15296	3L:19229459-19230157	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
3L	mRpL21	-	-	mRpL21	mRpL21	TSS12414	3L:19247333-19248157	-	-	15,29	10,31	20,27	OK	19,24	17,27	4,11
3L	rept	-	-	rept	rept	TSS5562	3L:19248447-19250216	-	-	112,64	105,37	119,90	OK	106,10	109,37	6,77
3L	nes	-	-	nes	nes	TSS1533	3L:19250510-19253779	-	-	69,26	62,49	76,03	OK	66,45	67,86	6,08
3L	Bet1	-	-	Bet1	Bet1	TSS12929	3L:19254516-19255261	-	-	32,42	24,71	40,14	OK	39,46	35,94	5,17
3L	Max	-	-	Max	Max	TSS5315	3L:19255616-19257291	-	-	18,65	14,23	23,07	OK	12,02	15,34	3,94
3L	CG9629	-	-	CG9629	CG9629	TSS5115	3L:19259571-19262009	-	-	5,26	3,62	6,90	OK	4,91	5,09	2,35
3L	CG42374	-	-	CG42374	CG42374	TSS10725,TSS7660	3L:19256868-19259938	-	-	41,41	35,82	47,01	OK	41,37	41,39	5,37
3L	CG14085	-	-	CG14085	CG14085	TSS6461	3L:19262450-19267271	-	-	0,70	0,20	1,19	OK	0,08	0,39	-1,36
3L	CG14088	-	-	CG14088	CG14088	TSS8546	3L:19263142-19263742	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
3L	CG32373	-	-	CG32373	CG32373	TSS13811	3L:7643682-7752224	-	-	1,24	0,13	2,35	OK	1,65	1,44	0,53
3L	PGRP-SD	-	-	PGRP-SD	PGRP-SD	TSS13499	3L:7644304-7645000	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
3L	CG7492	-	-	CG7492	CG7492	TSS17594	3L:7644965-7647845	-	-	70,64	64,81	76,47	OK	77,02	73,83	6,21
3L	Ank2	-	-	Ank2	Ank2	TSS12634,TSS14684,TSS8705,TSS8987	3L:7648488-7711439	-	-	20,83	19,37	22,29	OK	20,82	20,83	4,38
3L	CG12262	-	-	CG12262	CG12262	TSS13308	3L:7712460-7714585	-	-	13,19	10,21	16,18	OK	10,23	11,71	3,55
3L	CG7457	-	-	CG7457	CG7457	TSS7300	3L:7714902-7719542	-	-	3,03	2,18	3,88	OK	2,49	2,76	1,46
3L	CG8492	-	-	CG8492	CG8492	TSS15734	3L:7721263-7725087	-	-	0,00	0,00	0,00	OK	0,09	0,04	-4,55
3L	CG7422	-	-	CG7422	CG7422	TSS14654	3L:7726349-7735785	-	-	1,07	0,27	1,86	OK	0,23	0,65	-0,62
3L	CG13685	-	-	CG13685	CG13685	TSS4127	3L:7740716-7741466	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
3L	CG7409	-	-	CG7409	CG7409	TSS6838	3L:7747508-7748274	-	-	35,58	27,63	43,53	OK	26,14	30,86	4,95
3L	CG14089	-	-	CG14089	CG14089	TSS7711	3L:19273225-19273900	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
3L	CG14086	-	-	CG14086	CG14086	TSS14545,TSS5479	3L:19268890-19273019	-	-	0,61	0,00	2,36	OK	0,57	0,59	-0,77
3L	fz2	-	-	fz2	fz2	TSS15625,TSS2513,TSS9236	3L:19135997-19228191	-	-	5,62	4,43	6,82	OK	5,16	5,39	2,43
3L	CG9619	-	-	CG9619	CG9619	TSS6447	3L:19274463-19281669	-	-	2,61	1,82	3,40	OK	2,33	2,47	1,31
3L	CR32205	-	-	CR32205	CR32205	TSS12596	3L:19415937-19417283	-	-	18,20	13,34	23,07	OK	22,42	20,31	4,34
3L	CG33255	-	-	CG33255	CG33255	TSS15923	3L:19416857-19417246	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
3L	CG33062	-	-	CG33062	CG33062	TSS10018,TSS6709	3L:19434817-19439544	-	-	12,70	8,36	17,04	OK	8,07	10,39	3,38
3L	Chd3	-	-	Chd3	Chd3	TSS2607	3L:19440274-19443338	-	-	18,18	15,70	20,66	OK	19,29	18,73	4,23
3L	CG14095	-	-	CG14095	CG14095	TSS11441	3L:19457148-19457840	-	-	0,00	0,00	0,00	OK	0,82	0,41	-1,29
3L	CG14096	-	-	CG14096	CG14096	TSS16663	3L:19459666-19460179	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
3L	CG32214	-	-	CG32214	CG32214	TSS10639	3L:19460448-19460969	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
3L	825-Oak	-	-	825-Oak	825-Oak	TSS13899	3L:19464755-19465328	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
3L	CG12519	-	-	CG12519	CG12519	TSS17087	3L:19465592-19466152	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
3L	CG18294	-	-	CG18294	CG18294	TSS17054	3L:19468116-19468674	-	-	0,00	0,00	0,00	OK	2,23	1,12	0,16
3L	CG32213	-	-	CG32213	CG32213	TSS14142	3L:19468938-19469456	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
3L	fal	-	-	fal	fal	TSS10134	3L:19287868-19291935	-	-	113,25	103,03	123,48	OK	96,47	104,86	6,71
3L	pip	-	-	pip	pip	TSS720	3L:19291629-19330699	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
3L	CR32207	-	-	CR32207	CR32207	TSS11049	3L:19470428-19471769	-	-	14,89	10,62	19,15	OK	15,30	15,09	3,92
3L	pncr009:3L	-	-	pncr009:3L	pncr009:3L	TSS12173	3L:19479845-19481488	-	-	12,44	8,30	16,59	OK	14,02	13,23	3,73
3L	CG32212	-	-	CG32212	CG32212	TSS6542	3L:19481053-19481448	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
3L	CG9472	-	-	CG9472	CG9472	TSS9122	3L:19476925-19479598	-	-	12,85	10,60	15,10	OK	13,08	12,96	3,70
3L	CG9451	-	-	CG9451	CG9451	TSS12931	3L:19491501-19493912	-	-	16,39	12,68	20,10	OK	11,58	13,98	3,81
3L	CG9452	-	-	CG9452	CG9452	TSS3807	3L:19494109-19496970	-	-	11,38	8,77	13,99	OK	11,89	11,64	3,54
3L	Cpr76Ba	-	-	Cpr76Ba	Cpr76Ba	TSS11891	3L:19510760-19511375	-	-	0,44	0,00	1,32	OK	0,00	0,22	-2,18
3L	CG9449	-	-	CG9449	CG9449	TSS10222,TSS11690	3L:19485372-19489812	-	-	53,53	47,01	60,06	OK	55,63	54,58	5,77
3L	Cpr76Bb	-	-	Cpr76Bb	Cpr76Bb	TSS3004	3L:19512794-19513391	-	-	0,00	0,00	0,00	OK	0,44	0,22	-2,20
3L	Cpr76Bc	-	-	Cpr76Bc	Cpr76Bc	TSS7388	3L:19514366-19520374	-	-	0,52	0,00	1,04	OK	0,25	0,38	-1,38
3L	CG32206	-	-	CG32206	CG32206	TSS4014	3L:19333420-19405992	-	-	0,43	0,19	0,67	OK	0,65	0,54	-0,88
3L	CG14087	-	-	CG14087	CG14087	TSS17896	3L:19380701-19383133	-	-	21,84	18,62	25,06	OK	21,39	21,61	4,43
3L	Cpr76Bd	-	-	Cpr76Bd	Cpr76Bd	TSS2276	3L:19526189-19531401	-	-	0,24	0,00	0,47	OK	0,17	0,20	-2,31
3L	CG9300	-	-	CG9300	CG9300	TSS9489	3L:19545521-19547872	-	-	14,07	11,51	16,62	OK	15,39	14,73	3,88
3L	mir-9a	-	-	mir-9a	mir-9a	TSS6683	3L:19558239-19558262	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
3L	Shal	-	-	Shal	Shal	TSS1417	3L:19561537-19577680	-	-	1,64	0,88	2,39	OK	1,17	1,40	0,49
3L	CG9279	-	-	CG9279	CG9279	TSS778	3L:19531524-19537272	-	-	118,48	114,22	122,74	OK	113,19	115,84	6,86
3L	CG9231	-	-	CG9231	CG9231	TSS12557	3L:19578192-19579328	-	-	56,69	47,43	65,95	OK	49,27	52,98	5,73
3L	CG9330	-	-	CG9330	CG9330	TSS2599	3L:19579354-19582217	-	-	32,58	28,80	36,36	OK	32,55	32,56	5,03
3L	CG14100	-	-	CG14100	CG14100	TSS9105	3L:19582171-19583615	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
3L	Taf6	-	-	Taf6	Taf6	TSS14777	3L:19592186-19594482	-	-	10,71	8,52	12,89	OK	13,29	12,00	3,58
3L	CG9368	-	-	CG9368	CG9368	TSS12165,TSS17904,TSS8390	3L:19594735-19597220	-	-	0,15	0,00	0,64	OK	0,28	0,22	-2,22
3L	lush	-	-	lush	lush	TSS1514,TSS7366	3L:19597497-19599190	-	-	0,84	0,00	2,53	OK	0,00	0,42	-1,25
3L	CG32210	-	-	CG32210	CG32210	TSS17642	3L:19537444-19545384	-	-	24,90	22,35	27,46	OK	26,90	25,90	4,70
3L	Rcd7	-	-	Rcd7	Rcd7	TSS15575,TSS576	3L:19538209-19540393	-	-	390,30	368,40	412,21	OK	411,11	400,71	8,65
3L	CG9376	-	-	CG9376	CG9376	TSS2297	3L:19605559-19606589	-	-	17,49	12,90	22,07	OK	16,63	17,06	4,09
3L	ash1	-	-	ash1	ash1	TSS10259	3L:19583872-19591848	-	-	32,50	30,59	34,40	OK	34,80	33,65	5,07
3L	l(3)76BDm	-	-	l(3)76BDm	l(3)76BDm	TSS5249	3L:19606779-19611617	-	-	18,83	16,56	21,11	OK	20,02	19,43	4,28
3L	asf1	-	-	asf1	asf1	TSS11804	3L:19611964-19613498	-	-	4,79	2,71	6,86	OK	4,59	4,69	2,23
3L	CG9392	-	-	CG9392	CG9392	TSS17939	3L:19613601-19617409	-	-	210,24	203,16	217,32	OK	211,05	210,64	7,72
3L	CG9372	-	-	CG9372	CG9372	TSS3178	3L:19599309-19601468	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
3L	CG8798	-	-	CG8798	CG8798	TSS9538	3L:19600947-19605293	-	-	110,43	103,87	117,00	OK	112,55	111,49	6,80
3L	Oat	-	-	Oat	Oat	TSS7497	3L:19640375-19642949	-	-	1,77	0,74	2,79	OK	1,65	1,71	0,77
3L	CG8786	-	-	CG8786	CG8786	TSS11064	3L:19630864-19635914	-	-	29,58	25,46	33,71	OK	25,55	27,57	4,78
3L	tey	-	-	tey	tey	TSS15500	3L:19643901-19656763	-	-	1,66	0,95	2,37	OK	3,18	2,42	1,27
3L	Gbeta76C	-	-	Gbeta76C	Gbeta76C	TSS10761	3L:19680727-19683092	-	-	0,00	0,00	0,00	OK	0,17	0,08	-3,58
3L	CG8765	-	-	CG8765	CG8765	TSS13323,TSS13327	3L:19677037-19680458	-	-	20,08	17,42	22,74	OK	22,80	21,44	4,42
3L	serp	-	-	serp	serp	TSS10452	3L:19694076-19701109	-	-	3,69	2,54	4,84	OK	3,79	3,74	1,90
3L	trpml	-	-	trpml	trpml	TSS4243	3L:19706959-19711450	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
3L	wnd	-	-	wnd	wnd	TSS1701,TSS2274,TSS2653,TSS752	3L:19617505-19628882	-	-	2,06	1,33	2,78	OK	1,87	1,96	0,97
3L	verm	-	-	verm	verm	TSS10997	3L:19683132-19688356	-	-	13,63	11,01	16,24	OK	11,83	12,73	3,67
3L	CG14103	-	-	CG14103	CG14103	TSS12911	3L:19797022-19798169	-	-	11,79	8,12	15,45	OK	9,16	10,48	3,39
3L	CG15881	-	-	CG15881	CG15881	TSS14424,TSS17631	3L:19798280-19800032	-	-	9,09	4,72	13,46	OK	12,47	10,78	3,43
3L	CG34116	-	-	CG34116	CG34116	TSS15608	3L:19798340-19799136	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
3L	CG14104	-	-	CG14104	CG14104	TSS6449	3L:19799910-19800296	-	-	7,03	0,14	13,91	OK	0,00	3,51	1,81
3L	Kap-alpha1	-	-	Kap-alpha1	Kap-alpha1	TSS7967	3L:19800346-19803498	-	-	147,94	139,81	156,07	OK	146,98	147,46	7,20
3L	Cyp305a1	-	-	Cyp305a1	Cyp305a1	TSS2143	3L:19803498-19806423	-	-	64,83	58,69	70,98	OK	65,64	65,24	6,03
3L	cyc	-	-	cyc	cyc	TSS7519	3L:19806891-19809038	-	-	8,60	6,33	10,88	OK	8,18	8,39	3,07
3L	Fibp	-	-	Fibp	Fibp	TSS7013	3L:19809262-19811067	-	-	8,43	5,28	11,58	OK	5,96	7,19	2,85
3L	Deaf1	-	-	Deaf1	Deaf1	TSS16356,TSS16362	3L:19811279-19822623	-	-	15,26	12,82	17,69	OK	16,71	15,98	4,00
3L	trc	-	-	trc	trc	TSS11328	3L:19824490-19827400	-	-	21,09	18,15	24,03	OK	23,23	22,16	4,47
3L	CG32221	-	-	CG32221	CG32221	TSS14266	3L:19827789-19829513	-	-	28,08	23,35	32,81	OK	26,78	27,43	4,78
3L	HLH106	-	-	HLH106	HLH106	TSS14282	3L:19787043-19792086	-	-	16,58	14,40	18,75	OK	17,81	17,19	4,10
3L	Ir76a	-	-	Ir76a	Ir76a	TSS15311,TSS4046,TSS5642,TSS6039	3L:19792377-19796527	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
3L	CG14102	-	-	CG14102	CG14102	TSS16230	3L:19792074-19794386	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
3L	mir-33	-	-	mir-33	mir-33	TSS10895	3L:19791083-19791104	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
3L	kto	-	-	kto	kto	TSS4208	3L:19829713-19838044	-	-	9,85	8,83	10,86	OK	9,89	9,87	3,30
3L	Papss	-	-	Papss	Papss	TSS5263,TSS6503,TSS9412	3L:19838396-19854025	-	-	2,12	1,14	3,10	OK	2,44	2,28	1,19
3L	Rab8	-	-	Rab8	Rab8	TSS11585	3L:19860587-19864157	-	-	57,80	52,30	63,29	OK	51,05	54,42	5,77
3L	CG8334	-	-	CG8334	CG8334	TSS11464	3L:19866991-19874167	-	-	15,02	13,40	16,64	OK	16,20	15,61	3,96
3L	CG7757	-	-	CG7757	CG7757	TSS2644,TSS8175	3L:19903402-19905604	-	-	17,51	14,88	20,15	OK	17,36	17,44	4,12
3L	Mtr3	-	-	Mtr3	Mtr3	TSS15503	3L:19905504-19906798	-	-	13,93	10,42	17,44	OK	12,32	13,12	3,71
3L	Rpn1	-	-	Rpn1	Rpn1	TSS8556	3L:19908155-19911265	-	-	49,63	45,53	53,73	OK	50,00	49,81	5,64
3L	Su(z)12	-	-	Su(z)12	Su(z)12	TSS8303,TSS9758	3L:19911336-19916500	-	-	13,66	11,82	15,49	OK	14,76	14,21	3,83
3L	CG7770	-	-	CG7770	CG7770	TSS13664	3L:19916792-19917595	-	-	272,41	248,84	295,98	OK	236,85	254,63	7,99
3L	Grasp65	-	-	Grasp65	Grasp65	TSS1180	3L:19918160-19919979	-	-	16,62	13,08	20,17	OK	16,46	16,54	4,05
3L	CG8004	-	-	CG8004	CG8004	TSS6628	3L:19920282-19921586	-	-	21,72	16,87	26,58	OK	24,31	23,02	4,52
3L	RhoGDI	-	-	RhoGDI	RhoGDI	TSS10825	3L:19921906-19926032	-	-	20,11	15,67	24,56	OK	22,96	21,54	4,43
3L	Ac76E	-	-	Ac76E	Ac76E	TSS3847	3L:19932385-19971065	-	-	1,89	1,26	2,51	OK	1,70	1,80	0,84
3L	CG32219	-	-	CG32219	CG32219	TSS4214	3L:19942281-19944235	-	-	34,61	28,84	40,38	OK	37,93	36,27	5,18
3L	CG34258	-	-	CG34258	CG34258	TSS100	3L:19944447-19945068	-	-	71,47	53,64	89,31	OK	67,31	69,39	6,12
3L	CG33710	-	-	CG33710	CG33710	TSS6288	3L:19945053-19945890	-	-	23,09	15,40	30,78	OK	19,18	21,14	4,40
3L	CG42655	-	-	CG42655	CG42655	TSS6786	3L:19946196-19946812	-	-	18,04	8,64	27,45	OK	15,68	16,86	4,08
3L	CG42654	-	-	CG42654	CG42654	TSS12156	3L:19947020-19947610	-	-	24,12	11,55	36,69	OK	19,75	21,93	4,46
3L	CG42263	-	-	CG42263	CG42263	TSS2524	3L:19947646-19948899	-	-	100,16	86,49	113,82	OK	73,74	86,95	6,44
3L	CG14182	-	-	CG14182	CG14182	TSS17768	3L:19971912-19972912	-	-	1,20	0,00	2,59	OK	3,77	2,48	1,31
3L	CG17732	-	-	CG17732	CG17732	TSS7424	3L:19974784-19977291	-	-	1,33	0,59	2,06	OK	1,98	1,65	0,73
3L	hale	-	-	hale	hale	TSS1073	3L:19977519-19978968	-	-	157,51	146,01	169,02	OK	160,79	159,15	7,31
3L	schuy	-	-	schuy	schuy	TSS11671	3L:19979176-19981172	-	-	452,79	428,86	476,71	OK	441,60	447,19	8,80
3L	Csas	-	-	Csas	Csas	TSS14099	3L:19981126-19982047	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
3L	fln	-	-	fln	fln	TSS14612	3L:19982650-19984279	-	-	0,85	0,00	1,84	OK	0,53	0,69	-0,53
3L	CG7646	-	-	CG7646	CG7646	TSS176,TSS18	3L:19985015-19989012	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
3L	Nca	-	-	Nca	Nca	TSS9553	3L:19985022-19990798	-	-	69,79	59,13	80,45	OK	66,50	68,14	6,09
3L	CG7433	-	-	CG7433	CG7433	TSS12019,TSS15010,TSS171	3L:19990813-19993786	-	-	1,16	0,25	2,07	OK	1,35	1,26	0,33
3L	Tom20	-	-	Tom20	Tom20	TSS15013	3L:19994186-19995407	-	-	182,21	165,22	199,21	OK	207,33	194,77	7,61
3L	CG7668	-	-	CG7668	CG7668	TSS823	3L:19995857-19997706	-	-	10,56	7,49	13,64	OK	9,00	9,78	3,29
3L	Mi-2	-	-	Mi-2	Mi-2	TSS1391	3L:19875150-19903309	-	-	17,10	15,61	18,60	OK	19,43	18,26	4,19
3L	Su(Tpl)	-	-	Su(Tpl)	Su(Tpl)	TSS11104	3L:19884504-19902500	-	-	74,19	69,16	79,22	OK	80,09	77,14	6,27
3L	CR32218	-	-	CR32218	CR32218	TSS8357	3L:19888315-19889490	-	-	6,85	4,16	9,55	OK	5,65	6,25	2,64
3L	CG14183	-	-	CG14183	CG14183	TSS2408	3L:20017786-20020935	-	-	317,53	300,32	334,73	OK	328,56	323,04	8,34
3L	CG14184	-	-	CG14184	CG14184	TSS10126	3L:20020918-20022138	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
3L	NPFR76F	-	-	NPFR76F	NPFR76F	TSS3906	3L:20053095-20082082	-	-	0,42	0,08	0,76	OK	0,39	0,40	-1,31
3L	CG14186	-	-	CG14186	CG14186	TSS4312	3L:20091180-20096907	-	-	0,32	0,03	0,61	OK	0,12	0,22	-2,16
3L	CG14185	-	-	CG14185	CG14185	TSS7836	3L:20099193-20100657	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
3L	Ir76b	-	-	Ir76b	Ir76b	TSS16189	3L:20101583-20104634	-	-	0,83	0,24	1,41	OK	0,58	0,70	-0,51
3L	CG14187	-	-	CG14187	CG14187	TSS2745	3L:20105364-20105947	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
3L	CG7365	-	-	CG7365	CG7365	TSS2920	3L:20117395-20120465	-	-	0,14	0,00	0,41	OK	0,00	0,07	-3,86
3L	CG42637	-	-	CG42637	CG42637	TSS3721,TSS8713	3L:19712626-19786663	-	-	0,26	0,03	0,49	OK	0,03	0,14	-2,82
3L	CG42636	-	-	CG42636	CG42636	TSS3062,TSS8713	3L:19744042-19786645	-	-	0,00	0,00	0,00	OK	0,04	0,02	-5,54
3L	CG42529	-	-	CG42529	CG42529	TSS4958	3L:19722093-19723322	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
3L	CG42638	-	-	CG42638	CG42638	TSS5769	3L:19738933-19742819	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
3L	CG14101	-	-	CG14101	CG14101	TSS5316	3L:19753438-19754737	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
3L	gig	-	-	gig	gig	TSS11710	3L:20122281-20132450	-	-	8,50	7,29	9,71	OK	9,10	8,80	3,14
3L	CG7328	-	-	CG7328	CG7328	TSS6092	3L:20132305-20133605	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
3L	obst-J	-	-	obst-J	obst-J	TSS10262	3L:20123550-20124840	-	-	4,98	3,02	6,95	OK	5,58	5,28	2,40
3L	CG7335	-	-	CG7335	CG7335	TSS3762	3L:20125131-20126368	-	-	129,02	118,24	139,80	OK	128,42	128,72	7,01
3L	CG42833	-	-	CG42833	CG42833	TSS12346	3L:20193217-20193481	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
3L	obst-F	-	-	obst-F	obst-F	TSS3374	3L:20193542-20194738	-	-	0,00	0,00	0,00	OK	0,00	0,00	Ошибка:512
3L	CG7298	-	-	CG7298	CG7298	TSS6196	3L:20195169-20196786	-	-	1,52	0,37	2,68	OK	1,84	1,68	0,75
3L	CG7290	-	-	CG7290	CG7290	TSS271	3L:20197717-20199143	-	-	0,21	0,00	0,63	OK	0,00	0,10	-3,26
